county.FIPS,state,female,above_65,median_house_income,unemployment,smoking,flu_vaccination,some_college,social_association,traffic,black,hispanic,RUCC,poverty,population.density,avg_obs_ill_0316_0322,avg_exp_ill_0316_0322,avg_exp_ill_0330_0405,bl_hisp,avg_social_distance_score
5031,AR,0.51426887,0.138451335,45615,0.030635625,0.207629208,0.49,0.625650955,8.402184568,125.1639964,0.160292194,0.051806408,3,17.9,156.0102374,5.386589125,6.09424735,4.061502211,0.212098602,1.1
20003,KS,0.503554202,0.212744351,50646,0.03484152,0.172192152,0.27,0.613880126,11.48985063,41.38970949,0.006219853,0.019421173,6,13.1,13.55645648,3.919688979,4.084117275,2.440214822,0.025641026,1
20003,KS,0.503554202,0.212744351,50646,0.03484152,0.172192152,0.27,0.613880126,11.48985063,41.38970949,0.006219853,0.019421173,6,13.1,13.55645648,3.919688979,4.084117275,2.440214822,0.025641026,1
31013,NE,0.502784998,0.18956554,57952,0.027597703,0.155101911,0.38,0.668447001,20.20944332,28.05263663,0.008819161,0.127460082,7,13.7,10.02799245,3.921424817,3.734021784,2.48689816,0.136279243,1.285714286
20007,KS,0.485465116,0.229651163,47634,0.025876461,0.166989194,0.24,0.572295248,28.34714348,27.16730214,0.008050089,0.042486583,9,12.8,3.903639105,2.794664441,3.393697305,2.076593703,0.050536673,1.142857143
31067,NE,0.500535058,0.20811427,49931,0.031604984,0.145945653,0.32,0.693753917,16.6658951,38.36110465,0.007304704,0.027264691,6,11.2,25.26512349,3.906544318,3.474328222,2.348829921,0.034569395,0.928571429
40053,OK,0.504160888,0.219833565,49073,0.020787746,0.151508396,0.42,0.634723788,25.02844141,14.78061128,0.016643551,0.051548775,9,12.7,4.329233567,2.972375637,3.403517474,2.03574691,0.068192325,0.857142857
20023,KS,0.493233083,0.269548872,43274,0.023610053,0.157187973,0.36,0.62267658,22.36302646,14.24663082,0.003383459,0.062781955,9,12.4,2.605182912,3.921814934,3.210712818,2.06480461,0.066165414,0.714285714
30091,MT,0.49328271,0.226051402,51690,0.023742227,0.145100907,0.5,0.677835052,23.06140098,61.14862799,0.004672897,0.048189252,9,10.9,1.973072245,4.052488772,4.440962399,3.306839906,0.05286215,1.142857143
20027,KS,0.499687383,0.229836189,52681,0.032181483,0.144373405,0.38,0.730211817,26.38853983,46.62403304,0.008003001,0.025134425,6,10.7,12.40043391,3.902599012,3.488550784,2.233463542,0.033137427,0.857142857
20029,KS,0.503952343,0.215946844,44467,0.035147992,0.178390372,0.32,0.64923402,31.14225336,27.44705941,0.008019246,0.032076985,7,16,12.28227137,3.980815595,3.593599225,2.335630003,0.040096231,0.857142857
20023,KS,0.493233083,0.269548872,43274,0.023610053,0.157187973,0.36,0.62267658,22.36302646,14.24663082,0.003383459,0.062781955,9,12.4,2.605182912,3.921814934,3.210712818,2.06480461,0.066165414,0.714285714
20043,KS,0.497136163,0.195522,50949,0.03539823,0.157273844,0.39,0.66163522,14.23579656,39.76928093,0.032153085,0.027987503,3,13.3,19.31826847,4.23288372,4.026851998,2.476654472,0.060140588,0.714285714
31179,NE,0.497394449,0.163352122,55970,0.024007061,0.139290161,0.51,0.801927195,11.80510839,41.14807861,0.013825375,0.067850686,6,13.9,21.18892802,3.663611852,4.005293985,2.915557779,0.081676061,1.342857143
46097,SD,0.480795301,0.209670131,50123,0.027522936,0.135660958,0.26,0.588744589,22.44165171,8.124699534,0.010393132,0.03253502,8,11.5,3.885606074,4.598620242,4.629000718,3.606199042,0.042928152,0.714285714
20201,KS,0.489483395,0.239483395,48104,0.027331739,0.143981302,0.37,0.636108513,32.81677302,10.31136415,0.005535055,0.035793358,9,12.4,6.041843623,3.953791666,3.281666647,2.138732262,0.041328413,0.714285714
