county.FIPS,state,female,above_65,median_house_income,unemployment,smoking,flu_vaccination,some_college,social_association,traffic,black,hispanic,RUCC,poverty,population.density,avg_obs_ill_0316_0322,avg_exp_ill_0316_0322,avg_exp_ill_0330_0405,bl_hisp,avg_social_distance_score
19179,IA,0.501803721,0.180002841,48226,0.034196774,0.198535942,0.47,0.614884477,14.26777765,153.986287,0.037182218,0.109302656,5,14.7,80.97862585,4.406735076,4.740170561,3.2525702,0.146484874,0.342857143
20001,KS,0.507312761,0.207087753,44423,0.040234437,0.18646172,0.38,0.610044313,11.98178768,47.91949604,0.019768563,0.037528126,7,18.9,24.7231661,3.726546022,4.038846282,2.390534633,0.057296689,0.242857143
20001,KS,0.507312761,0.207087753,44423,0.040234437,0.18646172,0.38,0.610044313,11.98178768,47.91949604,0.019768563,0.037528126,7,18.9,24.7231661,3.726546022,4.038846282,2.390534633,0.057296689,0.242857143
20005,KS,0.514543321,0.171617366,49332,0.046241947,0.16833097,0.27,0.690953248,14.69507715,17.50098798,0.048477737,0.03100105,6,15.5,37.27763991,4.108171165,3.958017558,2.480554195,0.079478787,0.485714286
20077,KS,0.49927352,0.230112604,45570,0.028748181,0.168836571,0.28,0.53978671,25.04472272,25.05989616,0.004722121,0.063748638,8,14.3,6.784230035,2.850017256,3.451970365,2.080963342,0.068470759,0.285714286
20013,KS,0.506459679,0.205042717,47529,0.030450215,0.171497734,0.26,0.624505929,23.85644643,25.92921735,0.011877475,0.04740571,6,13.3,16.75337643,3.983851876,3.809170597,2.35019859,0.059283184,0.285714286
20017,KS,0.49106124,0.251426398,50981,0.026280324,0.151178321,0.37,0.638376384,0,18.41392198,0.012552301,0.050589578,9,10.3,3.425348615,3.739383456,3.425592096,2.030865574,0.063141879,0
20041,KS,0.496019661,0.197574398,50605,0.035112667,0.179755404,0.28,0.644523439,21.69082637,15.00122039,0.010258054,0.048565475,7,10.9,21.79985125,4.089514496,3.388677655,2.070622869,0.058823529,0.1
20025,KS,0.503740648,0.219451372,51235,0.024413146,0.157211799,0.29,0.68226601,34.93013972,80.00897365,0.003491272,0.108229426,9,13.1,2.0459046,3.231751593,3.625451321,2.108997465,0.111720698,0.142857143
20167,KS,0.506877081,0.24453453,45879,0.029832936,0.157749915,0.27,0.745773732,21.69197397,28.40364906,0.01317504,0.039090778,7,13.7,7.735878862,3.949828995,3.260638187,1.958402856,0.052265817,0
8009,CO,0.49790795,0.247140865,38294,0.018393899,0.151714256,0.22,0.656875834,16.8444694,56.01394737,0.007531381,0.110181311,9,19.4,1.401582015,3.209430784,2.094404208,1.351022722,0.117712692,0
20041,KS,0.496019661,0.197574398,50605,0.035112667,0.179755404,0.28,0.644523439,21.69082637,15.00122039,0.010258054,0.048565475,7,10.9,21.79985125,4.089514496,3.388677655,2.070622869,0.058823529,0.1
20191,KS,0.499086798,0.187119499,56946,0.035330119,0.16516889,0.45,0.670082775,17.70370051,20.43325067,0.011567229,0.054487737,2,13.4,19.3207777,3.13753825,3.517764219,2.048941016,0.066054966,0
20051,KS,0.4964124,0.153814002,53840,0.023832108,0.15891593,0.45,0.798513986,11.50266653,64.30801841,0.011285267,0.058969,5,12,31.72872843,3.937467189,3.372733795,1.96343089,0.070254267,0.571428571
20053,KS,0.434635249,0.209328599,50261,0.027920647,0.151330263,0.28,0.572171652,18.95734597,20.41054175,0.052453196,0.060361524,7,11.9,8.524132151,3.911194358,3.465500908,2.119890574,0.112814719,0
20063,KS,0.496554365,0.243108729,49626,0.021587744,0.144201254,0.4,0.63853211,34.20752566,12.58913756,0.004211332,0.026799387,9,11.4,2.459712411,3.950365909,3.036073824,1.670129487,0.03101072,0
